KTP Filename,PIC,Prediction (Model V2.0),True Label
1dc63acf-bacd-4c20-84d2-d182235f65c5_4.jpg,Mas Kemas,0,0
1dc63acf-bacd-4c20-84d2-d182235f65c5_8.jpg,Mas Kemas,0,0
1dc63acf-bacd-4c20-84d2-d182235f65c5_12.jpg,Mas Kemas,0,0
1dc63acf-bacd-4c20-84d2-d182235f65c5_13.jpg,Mas Kemas,0,0
1dc63acf-bacd-4c20-84d2-d182235f65c5_14.jpg,Mas Kemas,0,0
00791ea9-5636-45e1-b33a-51bca68a84d3_4.jpg,Mas Kemas,0,0
00791ea9-5636-45e1-b33a-51bca68a84d3_9.jpg,Mas Kemas,0,0
00791ea9-5636-45e1-b33a-51bca68a84d3_13.jpg,Mas Kemas,0,0
00791ea9-5636-45e1-b33a-51bca68a84d3_14.jpg,Mas Kemas,0,0
00791ea9-5636-45e1-b33a-51bca68a84d3_15.jpg,Mas Kemas,0,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_3.jpg,Mas Kemas,0,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_4.jpg,Mas Kemas,0,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_8.jpg,Mas Kemas,0,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_10.jpg,Mas Kemas,0,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_12.jpg,Mas Kemas,0,0
1dc63acf-bacd-4c20-84d2-d182235f65c5_2.jpg,Mas Kemas,0,0
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_14.jpg,Mas Kemas,0,0
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_12.jpg,Mas Kemas,0,0
2cba6204-889b-43f6-a65b-c62a889bb88f_2.jpg,Mas Kemas,0,8
2cba6204-889b-43f6-a65b-c62a889bb88f_4.jpg,Mas Kemas,0,0
2cba6204-889b-43f6-a65b-c62a889bb88f_6.jpg,Mas Kemas,0,8
2cba6204-889b-43f6-a65b-c62a889bb88f_7.jpg,Mas Kemas,0,0
2cba6204-889b-43f6-a65b-c62a889bb88f_9.jpg,Mas Kemas,0,0
2cba6204-889b-43f6-a65b-c62a889bb88f_10.jpg,Mas Kemas,0,0
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_4.jpg,Mas Kemas,0,0
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_8.jpg,Mas Kemas,0,0
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_12.jpg,Mas Kemas,0,0
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_13.jpg,Mas Kemas,0,0
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_14.jpg,Mas Kemas,0,0
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_4.jpg,Mas Kemas,0,0
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_6.jpg,Mas Kemas,0,0
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_8.jpg,Mas Kemas,0,0
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_13.jpg,Mas Kemas,0,0
484e3d49-749d-4bec-9353-19d95f420367_1.jpg,Mas Kemas,0,4
5335a264-18da-4ef3-8a9c-66b8b9b5b087_8.jpg,Mas Kemas,0,0
5335a264-18da-4ef3-8a9c-66b8b9b5b087_7.jpg,Mas Kemas,0,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_13.jpg,Mas Kemas,0,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_14.jpg,Mas Kemas,0,0
e12060e9-1a8b-416a-a717-487c8fe403bd_2.jpg,Mas Kemas,0,0
e12060e9-1a8b-416a-a717-487c8fe403bd_8.jpg,Mas Kemas,0,0
e12060e9-1a8b-416a-a717-487c8fe403bd_12.jpg,Mas Kemas,0,0
e12060e9-1a8b-416a-a717-487c8fe403bd_13.jpg,Mas Kemas,0,0
e12060e9-1a8b-416a-a717-487c8fe403bd_14.jpg,Mas Kemas,0,0
d4a7004b-39c7-46b3-89a9-e7a0f2db6088_3.jpg,Mas Kemas,0,0
d4a7004b-39c7-46b3-89a9-e7a0f2db6088_4.jpg,Mas Kemas,0,0
d4a7004b-39c7-46b3-89a9-e7a0f2db6088_5.jpg,Mas Kemas,0,0
d4a7004b-39c7-46b3-89a9-e7a0f2db6088_8.jpg,Mas Kemas,0,0
00ffe211-568a-4345-ba25-0829863d0f7d_2.jpg,Mas Kemas,0,0
00ffe211-568a-4345-ba25-0829863d0f7d_4.jpg,Mas Kemas,0,0
00ffe211-568a-4345-ba25-0829863d0f7d_7.jpg,Mas Kemas,0,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_12.jpg,Mas Kemas,0,0
00ffe211-568a-4345-ba25-0829863d0f7d_8.jpg,Mas Kemas,0,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_8.jpg,Mas Kemas,0,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_2.jpg,Mas Kemas,0,0
070e86ad-d736-4ca8-90ca-5821f241cc15_11.jpg,Mas Kemas,0,0
070e86ad-d736-4ca8-90ca-5821f241cc15_12.jpg,Mas Kemas,0,0
cf9a4752-7a27-4421-8e28-024e7c92dc9e_5.jpg,Mas Kemas,0,0
cf9a4752-7a27-4421-8e28-024e7c92dc9e_9.jpg,Addin,0,0
cf9a4752-7a27-4421-8e28-024e7c92dc9e_13.jpg,Addin,0,0
cf9a4752-7a27-4421-8e28-024e7c92dc9e_14.jpg,Addin,0,0
cf9a4752-7a27-4421-8e28-024e7c92dc9e_15.jpg,Addin,0,0
712b0a13-c345-4506-a49a-c727138452b1_2.jpg,Addin,0,0
712b0a13-c345-4506-a49a-c727138452b1_3.jpg,Addin,0,0
d77339e6-1e16-457e-a7d7-3c8ce2b254b9_7.jpg,Addin,0,4
d77339e6-1e16-457e-a7d7-3c8ce2b254b9_8.jpg,Addin,0,0
d77339e6-1e16-457e-a7d7-3c8ce2b254b9_12.jpg,Addin,0,0
d77339e6-1e16-457e-a7d7-3c8ce2b254b9_13.jpg,Addin,0,0
d77339e6-1e16-457e-a7d7-3c8ce2b254b9_14.jpg,Addin,0,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_4.jpg,Addin,0,0
00ffe211-568a-4345-ba25-0829863d0f7d_10.jpg,Addin,0,0
57b819f5-0917-443b-b7e8-1204e024a208_4.jpg,Addin,0,0
57b819f5-0917-443b-b7e8-1204e024a208_5.jpg,Addin,0,0
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_9.jpg,Addin,0,0
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_10.jpg,Addin,0,0
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_12.jpg,Addin,0,5
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_13.jpg,Addin,0,3
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_14.jpg,Addin,0,3
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_15.jpg,Addin,0,2
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_16.jpg,Addin,0,5
486acd4f-2144-44a7-9def-c1c7e0455ab6_0.jpg,Addin,0,8
486acd4f-2144-44a7-9def-c1c7e0455ab6_3.jpg,Addin,0,0
136f003c-d684-4436-8105-6263a610d904_2.jpg,Addin,0,0
136f003c-d684-4436-8105-6263a610d904_5.jpg,Addin,0,0
136f003c-d684-4436-8105-6263a610d904_6.jpg,Addin,0,4
5335a264-18da-4ef3-8a9c-66b8b9b5b087_2.jpg,Addin,0,0
5335a264-18da-4ef3-8a9c-66b8b9b5b087_6.jpg,Addin,0,0
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_7.jpg,Addin,0,0
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_6.jpg,Addin,0,0
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_5.jpg,Addin,0,0
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_4.jpg,Addin,0,2
57b819f5-0917-443b-b7e8-1204e024a208_6.jpg,Addin,0,0
051b3c3c-c36b-4f9b-a438-7d8e49ddd9a9_2.jpg,Addin,0,0
051b3c3c-c36b-4f9b-a438-7d8e49ddd9a9_4.jpg,Addin,0,0
051b3c3c-c36b-4f9b-a438-7d8e49ddd9a9_6.jpg,Addin,0,0
051b3c3c-c36b-4f9b-a438-7d8e49ddd9a9_7.jpg,Addin,0,0
051b3c3c-c36b-4f9b-a438-7d8e49ddd9a9_11.jpg,Addin,0,0
051b3c3c-c36b-4f9b-a438-7d8e49ddd9a9_12.jpg,Addin,0,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_13.jpg,Addin,0,0
051b3c3c-c36b-4f9b-a438-7d8e49ddd9a9_13.jpg,Addin,0,0
c4d29f51-c37d-4256-ad67-b100cf9c7c2b_3.jpg,Addin,0,9
871660d4-2cd4-49ea-a639-b6b80bd8ceb4_3.jpg,Addin,0,8
070e86ad-d736-4ca8-90ca-5821f241cc15_7.jpg,Addin,0,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_14.jpg,Addin,0,0
066cef86-137d-4708-ab82-a738356f6c02_2.jpg,Addin,0,0
8eb8afd8-0554-48e4-a13c-3072c8823229_14.jpg,Addin,0,0
0bd392b4-359c-4c05-995a-08e06f936340_11.jpg,Addin,0,0
9cfe8cb7-f089-4dec-b629-d3975a8884df_1.jpg,Addin,0,0
9cfe8cb7-f089-4dec-b629-d3975a8884df_7.jpg,Addin,0,0
9cfe8cb7-f089-4dec-b629-d3975a8884df_8.jpg,Addin,0,0
cef259af-792a-477f-95b2-c91787a07c1f_4.jpg,Addin,0,0
cef259af-792a-477f-95b2-c91787a07c1f_8.jpg,Addin,0,0
cef259af-792a-477f-95b2-c91787a07c1f_11.jpg,Addin,0,0
cef259af-792a-477f-95b2-c91787a07c1f_12.jpg,Addin,0,0
cef259af-792a-477f-95b2-c91787a07c1f_13.jpg,Addin,0,0
8eb8afd8-0554-48e4-a13c-3072c8823229_13.jpg,Addin,0,0
cef259af-792a-477f-95b2-c91787a07c1f_14.jpg,Addin,0,0
8eb8afd8-0554-48e4-a13c-3072c8823229_12.jpg,Addin,0,0
8eb8afd8-0554-48e4-a13c-3072c8823229_4.jpg,Addin,0,0
70fd6ad0-a2d9-426a-a332-eec7edf3030c_15.jpg,Addin,0,4
73170c5d-7334-4da1-987e-037bc3b19cf7_3.jpg,Addin,0,4
73170c5d-7334-4da1-987e-037bc3b19cf7_4.jpg,Addin,0,0
73170c5d-7334-4da1-987e-037bc3b19cf7_8.jpg,Addin,0,0
73170c5d-7334-4da1-987e-037bc3b19cf7_12.jpg,Addin,0,0
73170c5d-7334-4da1-987e-037bc3b19cf7_13.jpg,Addin,0,0
00a1cf16-e207-42b2-9da9-eae41372f8dc_2.jpg,Addin,0,0
00a1cf16-e207-42b2-9da9-eae41372f8dc_4.jpg,Addin,0,0
00a1cf16-e207-42b2-9da9-eae41372f8dc_12.jpg,Addin,0,0
00a1cf16-e207-42b2-9da9-eae41372f8dc_13.jpg,Addin,0,0
8eb8afd8-0554-48e4-a13c-3072c8823229_2.jpg,Addin,0,0
8eb8afd8-0554-48e4-a13c-3072c8823229_8.jpg,Addin,0,0
70fd6ad0-a2d9-426a-a332-eec7edf3030c_14.jpg,Addin,0,0
06581760-2083-4402-9ab0-bed2217da2a2_3.jpg,Addin,0,0
00c339d0-c335-43b4-8a6a-4e3bdf9a9aad_14.jpg,Addin,0,0
6f16186c-926a-4958-a099-cbbace5cc8d3_7.jpg,Addin,0,0
6f16186c-926a-4958-a099-cbbace5cc8d3_11.jpg,Addin,0,0
6f16186c-926a-4958-a099-cbbace5cc8d3_12.jpg,Addin,0,0
6f16186c-926a-4958-a099-cbbace5cc8d3_13.jpg,Addin,0,0
028d9d96-cd0d-4020-9ac2-200c438c0c79_6.jpg,Krisna,0,4
028d9d96-cd0d-4020-9ac2-200c438c0c79_8.jpg,Krisna,0,0
028d9d96-cd0d-4020-9ac2-200c438c0c79_12.jpg,Krisna,0,0
028d9d96-cd0d-4020-9ac2-200c438c0c79_13.jpg,Krisna,0,0
3eec5f55-429f-4737-a815-f602076c1c46_2.jpg,Krisna,0,0
00c339d0-c335-43b4-8a6a-4e3bdf9a9aad_13.jpg,Krisna,0,0
06581760-2083-4402-9ab0-bed2217da2a2_6.jpg,Krisna,0,0
00c339d0-c335-43b4-8a6a-4e3bdf9a9aad_12.jpg,Krisna,0,0
00c339d0-c335-43b4-8a6a-4e3bdf9a9aad_4.jpg,Krisna,0,0
06581760-2083-4402-9ab0-bed2217da2a2_9.jpg,Krisna,0,0
06581760-2083-4402-9ab0-bed2217da2a2_10.jpg,Krisna,0,0
01cff61e-fdae-4847-82c5-22a983c258bd_2.jpg,Krisna,0,0
01cff61e-fdae-4847-82c5-22a983c258bd_3.jpg,Krisna,0,0
0177e8d9-1e06-43e5-b0b6-e8dca54066fb_0.jpg,Krisna,0,0
0177e8d9-1e06-43e5-b0b6-e8dca54066fb_1.jpg,Krisna,0,8
0177e8d9-1e06-43e5-b0b6-e8dca54066fb_2.jpg,Krisna,0,1
7f59e5eb-471b-4c7c-b8d0-7738ff906da3_7.jpg,Krisna,0,8
7f59e5eb-471b-4c7c-b8d0-7738ff906da3_8.jpg,Krisna,0,0
7f59e5eb-471b-4c7c-b8d0-7738ff906da3_9.jpg,Krisna,0,8
7f59e5eb-471b-4c7c-b8d0-7738ff906da3_11.jpg,Krisna,0,0
7f59e5eb-471b-4c7c-b8d0-7738ff906da3_12.jpg,Krisna,0,0
7f59e5eb-471b-4c7c-b8d0-7738ff906da3_13.jpg,Krisna,0,0
7f59e5eb-471b-4c7c-b8d0-7738ff906da3_14.jpg,Krisna,0,0
7f59e5eb-471b-4c7c-b8d0-7738ff906da3_15.jpg,Krisna,0,8
00c339d0-c335-43b4-8a6a-4e3bdf9a9aad_8.jpg,Krisna,0,0
70fd6ad0-a2d9-426a-a332-eec7edf3030c_13.jpg,Krisna,0,0
70fd6ad0-a2d9-426a-a332-eec7edf3030c_12.jpg,Krisna,0,0
70fd6ad0-a2d9-426a-a332-eec7edf3030c_9.jpg,Krisna,0,0
e3f19c52-6498-4b98-b5ef-397f5cdbc0e0_4.jpg,Krisna,0,0
e3f19c52-6498-4b98-b5ef-397f5cdbc0e0_5.jpg,Krisna,0,0
e3f19c52-6498-4b98-b5ef-397f5cdbc0e0_6.jpg,Krisna,0,0
e3f19c52-6498-4b98-b5ef-397f5cdbc0e0_9.jpg,Krisna,0,0
e3f19c52-6498-4b98-b5ef-397f5cdbc0e0_10.jpg,Krisna,0,0
a0b381b1-a299-4c5b-a76a-e1ee14136ed6_2.jpg,Krisna,0,0
a0b381b1-a299-4c5b-a76a-e1ee14136ed6_5.jpg,Krisna,0,0
f17fb2e7-1c09-4b9a-a250-8a724e32a88a_2.jpg,Krisna,0,0
f17fb2e7-1c09-4b9a-a250-8a724e32a88a_4.jpg,Krisna,0,0
f17fb2e7-1c09-4b9a-a250-8a724e32a88a_8.jpg,Krisna,0,0
f17fb2e7-1c09-4b9a-a250-8a724e32a88a_10.jpg,Krisna,0,0
f17fb2e7-1c09-4b9a-a250-8a724e32a88a_11.jpg,Krisna,0,0
f17fb2e7-1c09-4b9a-a250-8a724e32a88a_12.jpg,Krisna,0,0
394e72e4-4007-4ce4-80c5-5921174224f9_14.jpg,Krisna,0,0
f17fb2e7-1c09-4b9a-a250-8a724e32a88a_13.jpg,Krisna,0,0
394e72e4-4007-4ce4-80c5-5921174224f9_13.jpg,Krisna,0,0
394e72e4-4007-4ce4-80c5-5921174224f9_8.jpg,Krisna,0,0
066cef86-137d-4708-ab82-a738356f6c02_4.jpg,Krisna,0,0
066cef86-137d-4708-ab82-a738356f6c02_6.jpg,Krisna,0,4
066cef86-137d-4708-ab82-a738356f6c02_12.jpg,Krisna,0,0
066cef86-137d-4708-ab82-a738356f6c02_13.jpg,Krisna,0,0
066cef86-137d-4708-ab82-a738356f6c02_14.jpg,Krisna,0,0
328d3fcc-1adc-4c6c-ac99-c134067691b9_2.jpg,Krisna,0,0
328d3fcc-1adc-4c6c-ac99-c134067691b9_6.jpg,Krisna,0,4
328d3fcc-1adc-4c6c-ac99-c134067691b9_8.jpg,Krisna,0,0
328d3fcc-1adc-4c6c-ac99-c134067691b9_12.jpg,Krisna,0,0
328d3fcc-1adc-4c6c-ac99-c134067691b9_13.jpg,Krisna,0,0
328d3fcc-1adc-4c6c-ac99-c134067691b9_14.jpg,Krisna,0,0
394e72e4-4007-4ce4-80c5-5921174224f9_2.jpg,Krisna,0,0
394e72e4-4007-4ce4-80c5-5921174224f9_4.jpg,Krisna,0,0
394e72e4-4007-4ce4-80c5-5921174224f9_12.jpg,Krisna,0,0
f17fb2e7-1c09-4b9a-a250-8a724e32a88a_14.jpg,Krisna,0,0
0097eec9-3806-42e0-9308-44ec0703e7dd_2.jpg,Krisna,0,0
0097eec9-3806-42e0-9308-44ec0703e7dd_4.jpg,Krisna,0,0
e9f010a7-5843-45bc-980d-8e0bd1a75172_13.jpg,Krisna,0,0
e9f010a7-5843-45bc-980d-8e0bd1a75172_14.jpg,Krisna,0,0
54c361fe-bd80-4df3-8c70-45415a5921a6_2.jpg,Krisna,0,0
54c361fe-bd80-4df3-8c70-45415a5921a6_4.jpg,Krisna,0,0
54c361fe-bd80-4df3-8c70-45415a5921a6_5.jpg,Krisna,0,8
00a691da-7607-4f04-9079-a9553c97f1d8_2.jpg,Krisna,0,0
00a691da-7607-4f04-9079-a9553c97f1d8_4.jpg,Krisna,0,0
00a691da-7607-4f04-9079-a9553c97f1d8_6.jpg,Krisna,0,0
00a691da-7607-4f04-9079-a9553c97f1d8_10.jpg,Krisna,0,0
00a691da-7607-4f04-9079-a9553c97f1d8_11.jpg,Krisna,0,0
93421df1-2e2f-4000-829c-07fd510b4a53_2.jpg,Krisna,0,0
93421df1-2e2f-4000-829c-07fd510b4a53_4.jpg,Krisna,0,0
93421df1-2e2f-4000-829c-07fd510b4a53_5.jpg,Krisna,0,0
93421df1-2e2f-4000-829c-07fd510b4a53_6.jpg,Krisna,0,0
70fd6ad0-a2d9-426a-a332-eec7edf3030c_2.jpg,Krisna,0,0
e9f010a7-5843-45bc-980d-8e0bd1a75172_12.jpg,Krisna,0,0
e9f010a7-5843-45bc-980d-8e0bd1a75172_11.jpg,Krisna,0,0
e9f010a7-5843-45bc-980d-8e0bd1a75172_10.jpg,Krisna,0,8
e9f010a7-5843-45bc-980d-8e0bd1a75172_9.jpg,Krisna,0,5
0097eec9-3806-42e0-9308-44ec0703e7dd_6.jpg,Krisna,0,4
0097eec9-3806-42e0-9308-44ec0703e7dd_8.jpg,Krisna,0,0
0097eec9-3806-42e0-9308-44ec0703e7dd_11.jpg,Krisna,0,0
0097eec9-3806-42e0-9308-44ec0703e7dd_12.jpg,Krisna,0,0
0097eec9-3806-42e0-9308-44ec0703e7dd_13.jpg,Krisna,0,0
0097eec9-3806-42e0-9308-44ec0703e7dd_14.jpg,Krisna,0,0
04b96326-3c18-4029-8867-2f9068add888_2.jpg,Krisna,0,0
01943729-7999-4e3c-a3c1-59090e475ca8_5.jpg,Krisna,0,0
01943729-7999-4e3c-a3c1-59090e475ca8_7.jpg,Krisna,0,0
01943729-7999-4e3c-a3c1-59090e475ca8_8.jpg,Krisna,0,0
01943729-7999-4e3c-a3c1-59090e475ca8_9.jpg,Krisna,0,1
e9f010a7-5843-45bc-980d-8e0bd1a75172_2.jpg,Krisna,0,0
e9f010a7-5843-45bc-980d-8e0bd1a75172_4.jpg,Rio,0,0
e9f010a7-5843-45bc-980d-8e0bd1a75172_5.jpg,Rio,0,4
e9f010a7-5843-45bc-980d-8e0bd1a75172_8.jpg,Rio,0,0
0eda3bf8-c108-4554-be61-f1239d3e7b75_8.jpg,Rio,0,0
070e86ad-d736-4ca8-90ca-5821f241cc15_3.jpg,Rio,0,0
1b0b3feb-16e2-409f-bad6-8d8a8192b908_14.jpg,Rio,0,0
e728ed78-f3f8-4721-b922-91fd416e9d66_8.jpg,Rio,0,0
e728ed78-f3f8-4721-b922-91fd416e9d66_12.jpg,Rio,0,0
e728ed78-f3f8-4721-b922-91fd416e9d66_13.jpg,Rio,0,0
e728ed78-f3f8-4721-b922-91fd416e9d66_14.jpg,Rio,0,0
0126db49-bcc3-4686-9f52-46ff677b2b54_1.jpg,Rio,0,0
0126db49-bcc3-4686-9f52-46ff677b2b54_7.jpg,Rio,0,0
0126db49-bcc3-4686-9f52-46ff677b2b54_11.jpg,Rio,0,0
0126db49-bcc3-4686-9f52-46ff677b2b54_12.jpg,Rio,0,0
0126db49-bcc3-4686-9f52-46ff677b2b54_13.jpg,Rio,0,0
6eed1c49-f762-4211-9b97-f64467d3a657_3.jpg,Rio,0,0
6eed1c49-f762-4211-9b97-f64467d3a657_8.jpg,Rio,0,0
6eed1c49-f762-4211-9b97-f64467d3a657_9.jpg,Rio,0,0
6eed1c49-f762-4211-9b97-f64467d3a657_10.jpg,Rio,0,3
94249b5a-424e-4d0c-9f21-4ba0cfc2002f_2.jpg,Rio,0,0
e728ed78-f3f8-4721-b922-91fd416e9d66_6.jpg,Rio,0,4
94249b5a-424e-4d0c-9f21-4ba0cfc2002f_10.jpg,Rio,0,0
ec8240b2-f8e8-46be-b3cd-9cdf944a26d0_12.jpg,Rio,0,0
ec8240b2-f8e8-46be-b3cd-9cdf944a26d0_10.jpg,Rio,0,0
001458fc-66d2-4753-bbcd-f13c256b87bf_10.jpg,Rio,0,0
001458fc-66d2-4753-bbcd-f13c256b87bf_11.jpg,Rio,0,1
00ebd5e8-8a58-45fb-8063-3012ce265fd6_3.jpg,Rio,0,0
00ebd5e8-8a58-45fb-8063-3012ce265fd6_6.jpg,Rio,0,0
00ebd5e8-8a58-45fb-8063-3012ce265fd6_7.jpg,Rio,0,0
00ebd5e8-8a58-45fb-8063-3012ce265fd6_11.jpg,Rio,0,0
00ebd5e8-8a58-45fb-8063-3012ce265fd6_12.jpg,Rio,0,0
00ebd5e8-8a58-45fb-8063-3012ce265fd6_13.jpg,Rio,0,0
ec8240b2-f8e8-46be-b3cd-9cdf944a26d0_0.jpg,Rio,0,0
ec8240b2-f8e8-46be-b3cd-9cdf944a26d0_6.jpg,Rio,0,0
ec8240b2-f8e8-46be-b3cd-9cdf944a26d0_11.jpg,Rio,0,0
94249b5a-424e-4d0c-9f21-4ba0cfc2002f_11.jpg,Rio,0,0
8ec3c6e7-c7f0-4c32-9345-86377e269d4c_6.jpg,Rio,0,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_2.jpg,Rio,0,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_4.jpg,Rio,0,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_8.jpg,Rio,0,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_12.jpg,Rio,0,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_14.jpg,Rio,0,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_15.jpg,Rio,0,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_2.jpg,Rio,0,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_4.jpg,Rio,0,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_5.jpg,Rio,0,8
01743e70-c80a-465a-a3f8-e4bf96c9225d_8.jpg,Rio,0,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_10.jpg,Rio,0,8
01743e70-c80a-465a-a3f8-e4bf96c9225d_12.jpg,Rio,0,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_13.jpg,Rio,0,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_14.jpg,Rio,0,0
002409f6-cfc7-494c-ad42-ba82ec1fc0c7_14.jpg,Rio,0,0
94249b5a-424e-4d0c-9f21-4ba0cfc2002f_12.jpg,Rio,0,0
002409f6-cfc7-494c-ad42-ba82ec1fc0c7_13.jpg,Rio,0,0
016adf36-a852-4cc0-922a-de8d63f524d1_12.jpg,Rio,0,0
8ec3c6e7-c7f0-4c32-9345-86377e269d4c_8.jpg,Rio,0,0
8ec3c6e7-c7f0-4c32-9345-86377e269d4c_12.jpg,Rio,0,0
8ec3c6e7-c7f0-4c32-9345-86377e269d4c_13.jpg,Rio,0,0
0117a2f3-478a-476c-8682-4610fd3f89c0_9.jpg,Rio,0,2
0117a2f3-478a-476c-8682-4610fd3f89c0_12.jpg,Rio,0,0
0117a2f3-478a-476c-8682-4610fd3f89c0_13.jpg,Rio,0,0
0117a2f3-478a-476c-8682-4610fd3f89c0_14.jpg,Rio,0,0
0117a2f3-478a-476c-8682-4610fd3f89c0_15.jpg,Rio,0,2
016adf36-a852-4cc0-922a-de8d63f524d1_3.jpg,Rio,0,0
016adf36-a852-4cc0-922a-de8d63f524d1_7.jpg,Rio,0,0
016adf36-a852-4cc0-922a-de8d63f524d1_11.jpg,Rio,0,0
016adf36-a852-4cc0-922a-de8d63f524d1_13.jpg,Rio,0,0
001458fc-66d2-4753-bbcd-f13c256b87bf_7.jpg,Rio,0,8
001458fc-66d2-4753-bbcd-f13c256b87bf_5.jpg,Rio,0,5
009e1725-e1f3-4d01-8ebf-430ce6125484_14.jpg,Rio,0,0
039cdfb5-6bfd-4b47-8760-7683513338ee_1.jpg,Rio,0,0
039cdfb5-6bfd-4b47-8760-7683513338ee_5.jpg,Rio,0,0
33515be8-7ae4-45cf-9a26-a223cb033e32_4.jpg,Rio,0,0
33515be8-7ae4-45cf-9a26-a223cb033e32_6.jpg,Rio,0,4
33515be8-7ae4-45cf-9a26-a223cb033e32_12.jpg,Rio,0,0
009e1725-e1f3-4d01-8ebf-430ce6125484_13.jpg,Rio,0,0
